Location,Estate,Latitude,Longitude,Price,Saleable,Area,Floor_level,Transaction_price,Square_feet,Discount_rate,Assignment_date,Credit_level,Credit_value
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,699800,36,385,L,19439,1818,83,19/3/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,443500,20,217,M,22175,2044,21,22/3/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,454100,22,241,M,20641,1884,83,23/3/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,405900,19,208,M,21363,1951,19,24/3/2022,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,319900,19,208,M,16837,1538,20,25/3/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,292900,26,277,M,11265,1057,18,26/3/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,312600,27,287,M,11578,1089,18,27/3/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,346900,15,164,H,23127,2115,21,28/3/2022,0,0
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,293600,20,212,H,14680,1385,20,29/3/2022,0,0
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,393800,26,277,L,15146,1422,20,30/3/2022,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,411900,26,284,L,15842,1450,20,31/3/2022,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,307700,25,264,L,12308,1166,18,1/4/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,288900,26,277,L,11112,1043,18,2/4/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,288000,26,284,L,11077,1014,18,3/4/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,305300,27,294,L,11307,1038,18,4/4/2022,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,374400,20,217,L,18720,1725,20,5/4/2022,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,380400,20,213,M,19020,1786,20,9/4/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,540000,25,264,M,21600,2045,82,10/4/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),TSING YI ESTATE,22.35465,114.1028,318600,20,217,M,15930,1468,19,11/4/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),TSING YI ESTATE,22.35465,114.1028,330500,20,217,M,16525,1523,19,12/4/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,310500,15,164,M,20700,1893,19,13/4/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,302300,26,284,M,11627,1064,18,14/4/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,305900,27,287,M,11330,1066,18,15/4/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,411600,19,208,H,21663,1979,20,16/4/2022,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,267300,20,217,H,13365,1232,19,17/4/2022,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,410700,26,277,L,15796,1483,20,18/4/2022,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,411700,26,277,L,15835,1486,20,19/4/2022,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,293600,25,264,L,11744,1112,19,20/4/2022,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,294900,25,264,L,11796,1117,18,21/4/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,293000,26,277,L,11269,1058,18,22/4/2022,0,0
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,310800,20,217,L,15540,1432,19,23/4/2022,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,358500,19,208,M,18868,1724,19,25/4/2022,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,425400,26,277,M,16362,1536,20,26/4/2022,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,286600,14,145,M,20471,1977,82,27/4/2022,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,865800,40,428,M,21645,2023,82,28/4/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,315600,27,294,M,11689,1073,18,29/4/2022,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,265300,20,217,H,13265,1223,19,30/4/2022,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,327800,19,208,H,17253,1576,20,1/5/2022,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,676700,41,443,M,16505,1528,81,2/5/2022,0,0
TUEN MUN & YUEN LONG (3),KIN SANG ESTATE,22.40605,113.96994,244500,19,208,M,12868,1175,19,3/5/2022,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,350100,19,208,M,18426,1683,19,4/5/2022,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,379500,21,228,M,18071,1664,20,5/5/2022,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,255600,20,217,M,12780,1178,19,6/5/2022,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,353000,19,208,H,18579,1697,19,7/5/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),TSING YI ESTATE,22.35465,114.1028,319700,20,217,L,15985,1473,19,8/5/2022,0,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,367400,19,208,L,19337,1766,20,9/5/2022,0,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,374500,19,208,L,19711,1800,20,10/5/2022,0,0
KOWLOON EAST (1),HING TIN ESTATE,22.31285,114.23877,745100,41,443,M,18173,1682,83,11/5/2022,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,403300,26,277,L,15512,1456,84,13/5/2022,0,0
KOWLOON EAST (1),HING TIN ESTATE,22.31285,114.23877,702100,41,443,M,17124,1585,83,14/5/2022,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,610000,38,407,M,16053,1499,84,15/5/2022,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,415900,32,349,L,12997,1192,84,16/5/2022,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,613800,35,381,L,17537,1611,83,17/5/2022,0,0
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,549700,35,381,H,15706,1443,83,18/5/2022,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,495400,27,294,L,18348,1685,86,20/5/2022,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,574000,35,381,L,16400,1507,84,21/5/2022,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,410900,26,277,M,15804,1483,84,23/5/2022,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,466100,27,286,H,17263,1630,84,24/5/2022,0,0
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,708900,45,489,L,15753,1450,86,25/5/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,450100,22,241,M,20459,1868,84,27/5/2022,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,427300,33,358,M,12948,1194,86,28/5/2022,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,747100,41,443,M,18222,1686,83,29/5/2022,0,0
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,215400,15,164,M,14360,1313,82,31/5/2022,0,0
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,600300,41,443,H,14641,1355,82,1/6/2022,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,731100,45,489,H,16247,1495,84,4/6/2022,0,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,570900,35,381,M,16311,1498,86,5/6/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,964600,46,496,L,20970,1945,84,8/6/2022,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,315600,26,277,L,12138,1139,86,9/6/2022,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,723700,41,443,M,17651,1634,84,10/6/2022,0,0
TAI PO  NORTH & SHATIN (2),WAN TAU TONG ESTATE,22.44275,114.16876,673800,41,445,H,16434,1514,86,13/6/2022,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,371400,32,349,L,11606,1064,83,14/6/2022,0,0
TAI PO  NORTH & SHATIN (2),TIN PING ESTATE,22.50348,114.13229,532500,35,381,M,15214,1398,84,16/6/2022,0,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,486600,32,349,M,15206,1394,86,20/6/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,330900,28,296,H,11818,1118,86,21/6/2022,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,465000,33,355,L,14091,1310,84,22/6/2022,0,0
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,646700,36,385,M,17964,1680,82,30/6/2022,0,0
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,436200,32,349,L,13631,1250,86,1/7/2022,0,0
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,615100,41,443,L,15002,1388,86,2/7/2022,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,447200,39,423,L,11467,1057,84,4/7/2022,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,590700,34,366,M,17374,1614,83,10/7/2022,0,0
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,564200,36,385,M,15672,1465,83,11/7/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,302000,27,294,M,11185,1027,86,12/7/2022,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,610400,41,443,L,14888,1378,84,13/7/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),TSING YI ESTATE,22.35465,114.1028,556700,35,381,M,15906,1461,83,14/7/2022,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,492700,25,267,M,19708,1845,84,20/7/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,562900,32,349,M,17591,1613,86,21/7/2022,0,0
TAI PO  NORTH & SHATIN (1),HIN KENG ESTATE,22.36399,114.17324,575300,35,376,L,16437,1530,84,22/7/2022,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,745500,36,385,M,20708,1936,84,28/7/2022,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,680300,35,381,L,19437,1786,86,29/7/2022,0,0
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,603900,36,385,H,16775,1569,83,31/7/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,243700,13,140,L,18746,1741,86,1/8/2022,0,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,583100,35,381,H,16660,1530,86,2/8/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,835600,45,489,H,18569,1709,86,8/8/2022,0,0
TAI PO  NORTH & SHATIN (2),WAN TAU TONG ESTATE,22.44275,114.16876,359400,25,264,L,14376,1361,86,9/8/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,367400,33,358,M,11133,1026,86,11/8/2022,0,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,483500,33,355,L,14652,1362,86,12/8/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,282700,26,277,L,10873,1021,86,13/8/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,396200,19,208,L,20853,1905,82,14/8/2022,0,0
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,702500,41,443,M,17134,1586,82,18/8/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,291900,26,277,M,11227,1054,86,20/8/2022,0,0
TAI PO  NORTH & SHATIN (2),TAI PING ESTATE,22.49797,114.12668,574100,41,439,L,14002,1308,84,21/8/2022,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,504700,32,349,L,15772,1446,84,22/8/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,275400,26,277,L,10592,994,86,23/8/2022,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,813900,65,704,M,12522,1156,83,26/8/2022,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,520800,33,355,L,15782,1467,84,27/8/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,864200,41,439,M,21078,1969,83,30/8/2022,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,257800,14,150,H,18414,1719,83,31/8/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,329400,28,296,H,11764,1113,86,1/9/2022,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,329600,26,277,L,12677,1190,86,2/9/2022,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,513900,41,443,M,12534,1160,86,3/9/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,808900,38,407,L,21287,1987,83,6/9/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,504800,25,264,M,20192,1912,84,8/9/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,413200,20,217,M,20660,1904,84,9/9/2022,0,0
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,482500,33,354,M,14621,1363,86,10/9/2022,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,492800,33,355,M,14933,1388,84,11/9/2022,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,630900,36,385,H,17525,1639,84,12/9/2022,0,0
HONG KONG ISLAND & ISLANDS (1),FUNG WAH ESTATE,22.2611,114.23152,605400,36,385,L,16817,1572,84,13/9/2022,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,604200,35,381,L,17263,1586,84,14/9/2022,0,0
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,580100,41,443,L,14149,1309,82,19/9/2022,0,0
TAI PO  NORTH & SHATIN (2),WAN TAU TONG ESTATE,22.44275,114.16876,214400,14,150,M,15314,1429,86,20/9/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,739800,41,442,L,18044,1674,86,21/9/2022,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,401800,26,277,M,15454,1451,84,29/9/2022,0,0
TAI PO  NORTH & SHATIN (2),WAN TAU TONG ESTATE,22.44275,114.16876,753500,45,489,M,16744,1541,86,30/9/2022,0,0
TAI PO  NORTH & SHATIN (2),WAN TAU TONG ESTATE,22.44275,114.16876,602200,41,445,L,14688,1353,86,1/10/2022,0,0
TAI PO  NORTH & SHATIN (2),WAN TAU TONG ESTATE,22.44275,114.16876,668400,41,445,M,16302,1502,86,4/10/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,588900,35,377,L,16826,1562,86,5/10/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,639100,35,377,L,18260,1695,84,6/10/2022,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,403200,33,358,L,12218,1126,86,7/10/2022,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,845500,46,490,M,18380,1726,19,8/10/2022,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,529900,32,349,M,16559,1518,84,9/10/2022,0,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,904800,40,428,L,22620,2114,20,10/10/2022,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,762300,41,443,M,18593,1721,20,11/10/2022,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,653200,35,381,M,18663,1714,16,12/10/2022,0,0
KWAI CHUNG,KWAI HING ESTATE,22.36625,114.13261,672800,39,419,M,17251,1606,19,14/10/2022,0,0
TUEN MUN & YUEN LONG (3),KIN SANG ESTATE,22.40605,113.96994,437300,36,385,L,12147,1136,82,15/10/2022,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,365600,33,358,L,11079,1021,84,16/10/2022,0,0
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,617800,41,443,L,15068,1395,19,17/10/2022,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,823200,41,436,M,20078,1888,19,18/10/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,728700,35,376,M,20820,1938,18,19/10/2022,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,471000,35,375,H,13457,1256,83,20/10/2022,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,738500,45,489,L,16411,1510,20,21/10/2022,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,781000,41,443,H,19049,1763,18,22/10/2022,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,671700,41,443,L,16383,1516,19,23/10/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,757100,35,376,H,21631,2014,18,25/10/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,322000,27,294,H,11926,1095,86,26/10/2022,0,0
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,741500,45,485,H,16478,1529,18,27/10/2022,0,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,997300,46,494,L,21680,2019,21,28/10/2022,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,732000,41,443,L,17854,1652,19,29/10/2022,0,0
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,546500,35,376,L,15614,1453,83,30/10/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,558400,33,354,L,16921,1577,18,31/10/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,775000,41,443,L,18902,1749,19,1/11/2022,0,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,546400,35,381,M,15611,1434,16,2/11/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,830800,45,489,M,18462,1699,18,3/11/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,698700,41,439,L,17041,1592,18,4/11/2022,0,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,623300,35,376,L,17809,1658,18,5/11/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,778100,36,385,H,21614,2021,18,9/11/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,681500,36,385,L,18931,1770,19,10/11/2022,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,748200,41,443,M,18249,1689,20,11/11/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,673500,35,381,L,19243,1768,19,12/11/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,715400,35,381,L,20440,1878,20,13/11/2022,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,420200,32,349,M,13131,1204,84,17/11/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,624600,39,424,M,16015,1473,19,22/11/2022,0,0
KOWLOON EAST (2),CHOI HA ESTATE,22.32603,114.21825,716600,35,376,H,20474,1906,20,23/11/2022,0,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,724300,35,376,H,20694,1926,18,24/11/2022,0,0
TUEN MUN & YUEN LONG (3),KIN SANG ESTATE,22.40605,113.96994,595700,51,544,L,11680,1095,18,25/11/2022,0,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,701100,35,376,L,20031,1865,18,26/11/2022,0,0
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,503400,33,358,L,15255,1406,19,27/11/2022,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,535400,46,490,L,11639,1093,16,28/11/2022,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,761200,41,443,H,18566,1718,20,29/11/2022,0,0
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,636300,36,385,M,17675,1653,19,1/12/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,793000,42,447,L,18881,1774,19,2/12/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,658900,35,376,L,18826,1752,19,3/12/2022,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,705500,46,490,H,15337,1440,19,5/12/2022,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,641400,44,476,L,14577,1347,84,6/12/2022,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,466800,41,441,L,11385,1059,83,7/12/2022,0,0
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,572700,35,381,M,16363,1503,18,8/12/2022,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,513100,35,381,M,14660,1347,19,9/12/2022,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,702700,36,385,M,19519,1825,19,13/12/2022,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,751300,36,385,M,20869,1951,19,14/12/2022,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,679400,33,357,M,20588,1903,19,15/12/2022,0,0
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,596300,36,385,M,16564,1549,18,16/12/2022,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,527600,39,424,M,13528,1244,16,17/12/2022,0,0
KOWLOON EAST (2),CHOI HA ESTATE,22.32603,114.21825,675900,35,376,L,19311,1798,20,18/12/2022,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,479900,39,424,L,12305,1132,16,19/12/2022,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,404300,34,366,L,11891,1105,84,20/12/2022,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,762500,41,443,L,18598,1721,19,21/12/2022,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,627800,35,381,M,17937,1648,18,22/12/2022,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,544100,35,381,H,15546,1428,19,23/12/2022,0,0
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,535600,33,358,M,16230,1496,19,28/12/2022,0,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,771900,35,377,M,22054,2047,21,29/12/2022,0,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,642700,35,376,M,18363,1709,18,30/12/2022,0,0
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,577400,36,385,H,16039,1500,18,31/12/2022,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,679200,38,407,L,17874,1669,18,1/1/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,658900,43,465,L,15323,1417,19,2/1/2023,0,0
TAI PO  NORTH & SHATIN (2),TIN PING ESTATE,22.50348,114.13229,559400,37,397,L,15119,1409,20,3/1/2023,0,0
