Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeStatus,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Allowance,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
37,No,Non-Travel,Research & Development,1,5,Medical,Active,395,Female,2,Research Technician,Single,16764,1,2240,12,8,0,10,1,10,0,9
26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,Active,218,Female,5,Sales Executive,Married,12116,1,2240,14,8,1,6,6,5,1,4
30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Active,807,Male,3,Sales Executive,Divorced,25300,0,2230,19,8,1,6,2,5,1,3
43,No,Travel_Rarely,Sales,27,4,Life Sciences,Active,139,Male,2,Sales Representative,Divorced,13600,4,2230,18,8,1,8,3,5,0,2
40,No,Travel_Rarely,Sales,26,4,Marketing,Active,160,Female,1,Sales Executive,Married,14868,0,2230,18,8,1,21,2,20,1,12
37,No,Travel_Rarely,Research & Development,2,2,Medical,Active,732,Female,1,Healthcare Representative,Married,11708,7,2230,15,8,0,8,3,6,1,3
24,No,Non-Travel,Research & Development,2,5,Technical Degree,Active,383,Male,2,Healthcare Representative,Married,35384,0,2230,22,8,1,6,3,5,3,4
30,No,Travel_Rarely,Sales,3,3,Life Sciences,Active,756,Male,3,Sales Executive,Divorced,12052,7,2220,13,8,0,8,4,3,0,2
43,No,Travel_Rarely,Sales,10,2,Life Sciences,Active,133,Female,1,Sales Executive,Divorced,14156,1,2220,11,8,0,25,2,25,3,9
40,Yes,Travel_Rarely,Sales,16,4,Marketing,Active,914,Male,1,Research Supervisor,Single,10000,3,2220,16,8,2,10,0,4,0,3
37,No,Non-Travel,Sales,8,4,Medical,Active,765,Male,5,Healthcare Representative,Single,15764,0,2220,22,8,1,7,5,6,1,3
18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,Active,200,Male,1,Sales Executive,Single,11196,1,2220,18,8,2,0,4,0,0,0
30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Active,288,Male,2,Sales Executive,Divorced,10500,7,2210,14,8,1,10,3,8,7,7
43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,Active,641,Male,3,Laboratory Technician,Married,12040,3,2210,17,8,1,25,3,8,0,7
40,No,Travel_Rarely,Sales,1,4,Marketing,Active,528,Male,1,Sales Executive,Married,10000,4,2210,12,8,0,14,2,11,11,1
36,Yes,Travel_Rarely,Research & Development,10,3,Medical,Active,436,Male,3,Sales Executive,Married,22984,1,2210,12,8,1,16,2,16,3,7
58,No,Travel_Rarely,Research & Development,27,3,Other,Active,681,Male,2,Laboratory Technician,Divorced,34664,1,2210,18,8,1,2,1,2,2,2
30,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Active,473,Female,5,Healthcare Representative,Married,16400,0,2200,12,8,1,9,0,8,1,7
43,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Active,76,Female,2,Research Technician,Married,31732,8,2200,23,8,0,10,3,1,0,0
40,No,Travel_Frequently,Sales,1,3,Marketing,Active,434,Male,1,Research Technician,Divorced,24500,8,2200,19,8,0,3,2,1,0,0
36,No,Travel_Rarely,Research & Development,2,4,Medical,Active,670,Male,1,Healthcare Representative,Single,27052,9,2200,21,8,1,18,4,16,5,12
58,Yes,Travel_Rarely,Research & Development,24,3,Other,Active,338,Female,2,Research Technician,Single,22580,7,2200,17,8,0,40,2,31,13,8
29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,Active,595,Male,1,Laboratory Technician,Married,8232,1,2190,24,8,1,10,1,10,0,8
42,No,Non-Travel,Research & Development,4,3,Life Sciences,Active,697,Male,2,Laboratory Technician,Married,10500,0,2190,12,8,2,21,3,20,2,10
40,No,Travel_Rarely,Sales,9,3,Marketing,Active,296,Male,2,Manager,Single,35000,0,2190,14,8,0,5,3,4,2,3
36,Yes,Travel_Rarely,Research & Development,1,3,Medical,Active,979,Male,2,Manufacturing Supervisor,Divorced,15764,5,2190,20,8,0,16,3,2,2,2
56,No,Travel_Rarely,Research & Development,10,4,Other,Active,766,Male,2,Sales Representative,Married,23260,2,2190,16,8,0,5,2,3,1,0
29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,Active,579,Male,1,Sales Executive,Married,11708,1,2180,12,8,3,11,5,11,3,10
42,No,Travel_Rarely,Sales,21,2,Life Sciences,Active,567,Female,1,Healthcare Representative,Single,14404,4,2180,12,8,1,16,3,1,0,0
39,No,Travel_Rarely,Sales,5,4,Marketing,Active,47,Female,2,Human Resources,Divorced,9512,0,2180,20,8,0,19,3,18,3,7
36,No,Non-Travel,Research & Development,1,3,Medical,Active,560,Male,3,Sales Representative,Single,16664,2,2180,13,8,3,18,4,11,0,9
56,No,Travel_Rarely,Research & Development,3,2,Other,Active,594,Male,2,Healthcare Representative,Divorced,22128,4,2180,15,8,0,28,3,5,4,2
29,No,Travel_Frequently,Research & Development,8,4,Life Sciences,Active,993,Female,1,Sales Executive,Single,20664,8,2170,21,8,1,10,2,3,0,2
42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,Active,581,Male,1,Laboratory Technician,Single,11500,0,2170,16,8,0,22,3,21,13,14
39,No,Travel_Rarely,Sales,10,3,Marketing,Active,918,Female,2,Research Supervisor,Married,19540,4,2170,12,8,0,7,2,5,1,0
36,No,Travel_Rarely,Sales,6,3,Medical,Active,336,Female,2,Sales Executive,Married,15100,0,2170,22,8,0,10,3,9,0,5
55,No,Travel_Rarely,Research & Development,1,4,Other,Active,26,Female,5,Research Technician,Married,22272,3,2170,11,8,0,12,2,10,0,8
29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Active,865,Male,1,Sales Representative,Single,12332,1,2160,17,8,0,10,3,10,1,5
42,No,Travel_Frequently,Sales,13,4,Life Sciences,Active,375,Female,2,Laboratory Technician,Single,7200,5,2160,16,8,1,8,4,2,2,2
39,No,Travel_Rarely,Sales,1,1,Marketing,Active,448,Male,2,Research Technician,Single,12412,0,2160,11,8,1,9,2,8,0,7
36,No,Non-Travel,Research & Development,3,4,Medical,Active,185,Male,1,Research Technician,Single,21872,1,2160,11,8,0,10,3,10,9,7
53,No,Travel_Rarely,Research & Development,24,3,Other,Active,245,Female,3,Research Technician,Single,9600,7,2160,11,8,1,18,2,14,8,10
29,Yes,Travel_Rarely,Human Resources,3,5,Life Sciences,Active,454,Male,1,Sales Executive,Single,22832,6,2150,11,8,1,3,2,0,0,0
42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Active,668,Female,1,Research Technician,Married,9756,6,2150,13,8,0,18,3,1,0,0
39,No,Travel_Rarely,Sales,2,4,Marketing,Active,294,Female,4,Healthcare Representative,Married,12144,9,2150,12,8,3,12,3,8,3,6
36,No,Travel_Rarely,Research & Development,1,3,Medical,Active,754,Male,2,Sales Executive,Single,11740,3,2150,13,8,0,15,5,5,0,1
52,No,Travel_Rarely,Research & Development,5,4,Other,Active,442,Male,1,Laboratory Technician,Married,22668,2,2150,17,8,2,26,3,9,7,8
29,No,Travel_Rarely,Research & Development,18,3,Life Sciences,Active,8,Male,2,Sales Executive,Married,21064,2,2140,22,8,3,10,2,0,0,0
42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Active,231,Female,2,Manufacturing Supervisor,Married,19692,1,2140,15,8,0,10,5,10,2,2
39,No,Travel_Frequently,Sales,11,3,Marketing,Active,496,Male,1,Sales Executive,Single,24260,1,2140,11,8,0,21,3,21,2,8
36,No,Travel_Rarely,Research & Development,18,1,Medical,Active,888,Male,2,Manufacturing Supervisor,Married,42052,9,2140,17,8,1,7,3,3,1,1
50,No,Travel_Frequently,Research & Development,3,3,Other,Active,881,Male,2,Research Technician,Married,14332,2,2140,20,8,0,32,2,30,12,13
29,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Active,86,Male,3,Sales Executive,Divorced,13332,1,2130,11,8,0,7,0,7,1,7
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Active,582,Male,4,Laboratory Technician,Single,16532,7,2130,21,8,1,9,3,6,1,5
39,No,Travel_Rarely,Sales,29,1,Marketing,Active,680,Female,1,Laboratory Technician,Divorced,20000,6,2130,13,8,2,21,3,19,15,2
36,No,Travel_Rarely,Research & Development,2,2,Medical,Active,926,Female,5,Healthcare Representative,Divorced,13092,6,2130,16,8,0,13,2,5,0,4
47,No,Travel_Rarely,Research & Development,6,4,Other,Active,335,Male,2,Research Technician,Married,25600,1,2130,14,8,0,26,2,26,3,0
29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Active,250,Female,1,Healthcare Representative,Married,10200,1,2120,17,8,3,6,2,6,1,2
42,No,Travel_Rarely,Research & Development,4,4,Life Sciences,Active,24,Male,1,Manufacturing Supervisor,Married,17200,1,2120,14,8,0,NA,4,20,11,6
39,Yes,Travel_Frequently,Sales,1,3,Marketing,Active,556,Male,2,Healthcare Representative,Divorced,17200,7,2120,14,8,1,21,2,18,11,5
36,No,Travel_Rarely,Research & Development,9,2,Medical,Active,616,Male,5,Sales Executive,Divorced,12800,1,2120,11,8,3,7,6,7,1,7
46,No,Travel_Rarely,Research & Development,8,4,Other,Active,612,Male,3,Research Technician,Married,12248,5,2120,21,8,0,25,2,4,0,3
29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Active,847,Female,2,Healthcare Representative,Married,8332,6,2110,18,8,1,5,5,1,0,0
42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,Active,542,Male,4,Research Technician,Married,13000,0,2110,14,8,0,23,2,22,13,7
38,No,Travel_Rarely,Sales,14,2,Marketing,Active,862,Female,1,Sales Executive,Married,14352,0,2110,23,8,0,10,4,9,7,7
36,No,Travel_Rarely,Research & Development,1,3,Medical,Active,127,Female,5,Healthcare Representative,Married,14668,1,2110,12,8,1,10,3,10,9,0
45,No,Travel_Rarely,Research & Development,7,2,Other,Active,498,Male,1,Human Resources,Married,10480,3,2110,12,8,0,26,2,9,1,1
29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,Active,636,Male,1,Manufacturing Supervisor,Divorced,29332,1,2100,20,8,0,3,3,3,1,2
42,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Active,91,Male,1,Research Technician,Single,14668,2,2100,22,8,0,16,0,1,0,0
38,No,Travel_Frequently,Sales,3,3,Marketing,Active,159,Female,2,Sales Executive,Married,12720,1,2100,11,8,1,1,3,1,0,0
36,No,Travel_Rarely,Research & Development,26,4,Medical,Active,407,Male,5,Laboratory Technician,Married,10332,0,2100,14,8,0,17,3,16,4,11
44,No,Travel_Rarely,Research & Development,5,1,Other,Active,789,Male,3,Research Technician,Single,12332,1,2100,13,8,0,6,2,5,1,3
29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,Active,164,Male,3,Research Technician,Married,20740,5,2090,16,8,1,6,4,2,1,1
42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Active,872,Female,5,Research Technician,Single,15548,8,2090,13,8,1,24,3,1,0,1
38,No,Travel_Frequently,Sales,9,3,Marketing,Active,850,Male,1,Manufacturing Supervisor,Married,35000,3,2090,13,8,1,10,2,6,1,2
35,Yes,Travel_Rarely,Sales,24,3,Medical,Active,468,Male,3,Healthcare Representative,Divorced,10664,1,2090,13,8,3,5,1,4,0,2
43,No,Travel_Rarely,Research & Development,1,1,Other,Active,876,Male,1,Manager,Divorced,41664,5,2090,25,8,1,8,0,6,0,2
29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,Active,820,Female,2,Research Technician,Single,24320,6,2080,17,8,2,11,2,9,0,7
42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,Active,290,Female,1,Sales Executive,Divorced,12276,6,2080,21,8,3,7,3,2,2,2
38,No,Travel_Rarely,Sales,2,3,Marketing,Active,30,Female,1,Manager,Divorced,66100,9,2080,12,8,0,10,3,2,1,2
35,No,Travel_Rarely,Research & Development,2,3,Medical,Active,893,Female,2,Sales Executive,Married,17536,1,2080,25,8,0,16,1,16,1,10
42,No,Travel_Rarely,Research & Development,23,4,Other,Active,484,Male,1,Research Technician,Married,16380,6,2080,14,8,1,21,3,1,0,0
29,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Active,962,Male,5,Research Technician,Married,25000,9,2070,11,8,1,9,2,5,1,2
42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Active,831,Female,1,Manufacturing Supervisor,Married,17632,4,2070,11,8,3,4,2,1,0,0
37,No,Travel_Frequently,Sales,9,1,Marketing,Active,37,Male,1,Laboratory Technician,Married,35000,1,2070,14,8,0,4,3,4,1,2
35,No,Travel_Frequently,Research & Development,3,3,Medical,Active,591,Female,2,Laboratory Technician,Married,11668,1,2070,11,8,1,2,2,2,2,2
41,No,Travel_Frequently,Sales,11,3,Other,Active,459,Male,1,Laboratory Technician,Divorced,35000,2,2070,15,8,1,21,2,18,0,11
29,No,Travel_Frequently,Sales,2,4,Life Sciences,Active,262,Male,4,Healthcare Representative,Divorced,16668,1,2060,18,8,3,10,3,10,2,8
41,No,Travel_Rarely,Research & Development,24,4,Life Sciences,Active,939,Female,4,Research Technician,Single,5768,3,2060,12,8,0,21,6,2,0,2
37,No,Travel_Rarely,Sales,9,4,Marketing,Active,229,Female,2,Laboratory Technician,Married,25332,4,2060,14,8,0,17,3,3,1,0
35,No,Travel_Rarely,Research & Development,5,4,Medical,Active,323,Male,3,Research Technician,Married,11056,1,2060,16,8,0,3,6,3,0,2
41,No,Travel_Frequently,Sales,1,4,Other,Active,703,Female,2,Healthcare Representative,Divorced,14816,0,2060,11,8,0,10,2,9,1,7
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Active,114,Female,2,Research Supervisor,Single,18332,9,2050,12,8,1,6,6,3,1,2
41,No,Travel_Rarely,Research & Development,29,1,Life Sciences,Active,43,Male,1,Laboratory Technician,Single,13924,1,2050,12,8,0,22,6,22,0,4
37,Yes,Travel_Rarely,Sales,10,4,Marketing,Active,438,Female,3,Human Resources,Married,5512,5,2050,14,8,0,17,3,14,11,7
35,No,Travel_Rarely,Research & Development,12,2,Medical,Active,181,Female,2,Sales Representative,Married,40000,4,2050,23,8,1,10,2,8,0,0
40,No,Non-Travel,Research & Development,25,4,Other,Active,783,Female,1,Sales Executive,Divorced,19020,2,2050,15,8,1,16,1,9,4,8
29,No,Travel_Rarely,Research & Development,5,4,Life Sciences,Active,400,Female,4,Healthcare Representative,Divorced,19580,6,2040,12,8,1,8,2,4,0,3
41,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Active,480,Male,2,Research Technician,Single,10664,6,2040,16,8,0,8,3,2,2,1
37,No,Travel_Rarely,Sales,9,1,Marketing,Active,132,Male,3,Sales Executive,Single,11492,2,2040,11,8,1,18,3,1,0,1
35,No,Travel_Rarely,Research & Development,22,3,Medical,Active,190,Female,1,Sales Representative,Married,45668,9,2040,18,8,0,15,2,11,6,9
40,No,Travel_Rarely,Research & Development,2,4,Other,Active,78,Male,4,Research Technician,Married,19268,2,2040,14,8,2,6,6,4,0,2
29,No,Travel_Rarely,Sales,9,3,Life Sciences,Active,748,Male,5,Laboratory Technician,Single,54600,1,2030,12,8,0,10,5,10,0,9
41,Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,Active,410,Female,2,Sales Executive,Divorced,7628,4,2030,11,8,0,10,3,7,1,0
37,Yes,Travel_Rarely,Sales,15,3,Marketing,Active,487,Male,2,Laboratory Technician,Married,9840,5,2030,11,8,1,15,2,1,0,0
35,No,Travel_Rarely,Research & Development,10,5,Medical,Active,251,Female,4,Laboratory Technician,Single,7036,1,2030,11,8,0,17,3,17,11,8
40,No,Travel_Rarely,Research & Development,8,3,Other,Active,104,Male,2,Sales Executive,Married,78920,3,2030,14,8,1,10,3,7,1,7
29,No,Travel_Frequently,Research & Development,29,1,Life Sciences,Active,440,Male,5,Sales Representative,Married,14480,1,2020,12,8,0,3,5,3,0,2
41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,Active,209,Male,1,Research Supervisor,Married,16764,7,2020,14,8,1,22,2,18,11,8
37,No,Travel_Rarely,Sales,5,1,Marketing,Active,28,Male,1,Research Technician,Single,25600,1,2020,11,8,0,17,2,17,5,7
35,No,Travel_Rarely,Research & Development,18,5,Medical,Active,589,Female,2,Research Technician,Divorced,13016,2,2020,16,8,1,15,3,7,6,4
40,Yes,Travel_Rarely,Sales,8,1,Other,Active,689,Male,1,Laboratory Technician,Single,19032,2,2020,13,8,3,9,1,5,1,0
28,No,Travel_Rarely,Sales,24,5,Life Sciences,Active,402,Female,1,Research Technician,Single,7244,1,2010,11,8,2,4,3,4,0,2
41,No,Non-Travel,Research & Development,23,3,Life Sciences,Active,202,Male,2,Manufacturing Supervisor,Single,24132,2,2010,15,8,2,10,2,8,0,7
36,No,Travel_Rarely,Sales,9,3,Marketing,Active,845,Female,4,Research Technician,Single,17132,3,2010,18,8,1,7,5,3,1,2
35,No,Travel_Rarely,Research & Development,16,4,Medical,Active,204,Male,2,Human Resources,Single,37428,1,2010,15,8,0,5,2,5,0,3
39,No,Travel_Rarely,Research & Development,1,3,Other,Active,397,Female,5,Human Resources,Married,58332,8,2010,14,8,1,13,3,5,0,4
29,No,Travel_Rarely,Sales,10,2,Business Degree,Active,806,Female,5,Sales Executive,Divorced,16664,1,2000,13,8,0,10,6,10,0,4
28,No,Travel_Rarely,Sales,1,4,Life Sciences,Active,676,Female,2,Sales Representative,Single,18892,2,2000,15,8,1,5,5,3,1,2
41,No,Non-Travel,Research & Development,3,2,Life Sciences,Active,189,Female,2,Research Technician,Single,11076,7,2000,17,8,1,16,2,14,1,10
36,No,Travel_Frequently,Sales,5,2,Marketing,Active,643,Female,1,Laboratory Technician,Married,9700,1,2000,19,8,1,12,3,11,0,7
35,No,Non-Travel,Research & Development,2,1,Medical,Active,258,Male,1,Research Technician,Married,15000,1,2000,19,8,1,1,2,1,0,0
38,No,Travel_Rarely,Research & Development,24,2,Other,Active,490,Female,1,Laboratory Technician,Single,82668,8,2000,14,8,0,19,3,1,0,0
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,Active,672,Female,2,Sales Representative,Married,10000,1,1990,14,8,0,2,3,2,2,2
41,No,Non-Travel,Sales,6,3,Life Sciences,Active,694,Female,1,Research Supervisor,Single,12356,1,1990,11,8,0,19,3,19,11,9
36,No,Travel_Rarely,Sales,1,3,Marketing,Active,685,Male,2,Sales Executive,Married,26000,3,1990,12,8,0,10,5,7,1,7
35,Yes,Travel_Rarely,Research & Development,2,3,Medical,Active,853,Female,1,Research Technician,Divorced,18940,1,1990,13,8,0,1,2,1,0,0
38,No,Travel_Rarely,Sales,6,3,Other,Active,424,Male,2,Sales Executive,Married,11828,1,1990,11,8,3,15,4,15,5,11
28,No,Travel_Rarely,Research & Development,21,4,Life Sciences,Active,372,Female,1,Healthcare Representative,Divorced,12756,1,1980,16,8,2,6,3,5,0,4
41,No,Non-Travel,Research & Development,19,1,Life Sciences,Active,489,Male,2,Research Technician,Divorced,11528,1,1980,13,8,0,21,0,21,5,10
36,No,Travel_Rarely,Sales,1,3,Marketing,Active,761,Male,2,Research Technician,Single,23820,1,1980,12,8,2,10,2,10,1,8
35,No,Travel_Rarely,Sales,6,4,Medical,Active,363,Female,2,Research Technician,Single,21668,1,1980,24,8,1,6,5,6,1,1
36,No,Travel_Rarely,Research & Development,14,3,Other,Active,376,Male,2,Research Technician,Married,25624,0,1980,24,8,0,6,6,5,0,3
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Active,15,Male,1,Manufacturing Supervisor,Married,13720,1,1970,14,8,0,5,2,5,0,4
41,No,Travel_Rarely,Sales,1,4,Life Sciences,Active,526,Female,1,Research Supervisor,Married,7320,1,1970,14,8,0,10,2,10,0,8
36,No,Travel_Rarely,Sales,10,4,Marketing,Active,364,Male,3,Research Technician,Married,24000,1,1970,13,8,0,18,2,18,4,11
35,No,Non-Travel,Research & Development,5,1,Medical,Active,300,Male,1,Healthcare Representative,Divorced,15252,2,1970,18,8,2,16,4,1,0,0
36,No,Travel_Rarely,Research & Development,24,3,Other,Active,762,Female,3,Research Supervisor,Married,14088,4,1970,14,8,1,11,3,3,0,2
28,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Active,411,Female,3,Research Technician,Divorced,13464,5,1960,20,8,1,6,2,2,2,2
41,No,Travel_Rarely,Research & Development,9,2,Life Sciences,Active,89,Female,1,Laboratory Technician,Single,9532,6,1960,19,8,2,8,0,5,1,2
36,No,Travel_Rarely,Sales,3,2,Marketing,Active,625,Male,4,Healthcare Representative,Divorced,24200,2,1960,18,8,0,17,2,7,7,7
35,No,Travel_Rarely,Research & Development,15,2,Medical,Active,173,Female,2,Laboratory Technician,Single,30668,0,1960,12,8,1,6,2,5,4,3
36,No,Travel_Frequently,Research & Development,8,3,Other,Active,41,Female,5,Sales Executive,Married,27128,4,1960,12,8,2,4,2,1,0,0
28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,Active,585,Male,2,Sales Executive,Married,10716,1,1950,13,8,0,1,3,1,0,0
41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,Active,731,Male,4,Sales Executive,Divorced,11828,3,1950,12,8,1,12,2,6,3,3
35,No,Travel_Rarely,Sales,6,3,Marketing,Active,877,Female,3,Sales Representative,Married,13428,1,1950,17,8,1,1,3,1,0,1
35,Yes,Travel_Frequently,Research & Development,17,4,Medical,Active,929,Male,1,Research Supervisor,Single,7200,3,1950,11,8,1,13,3,11,6,7
35,No,Travel_Rarely,Sales,7,4,Other,Active,802,Female,4,Healthcare Representative,Married,11884,1,1950,14,8,1,1,4,1,0,0
28,No,Travel_Frequently,Sales,6,4,Life Sciences,Active,570,Male,1,Research Technician,Divorced,16640,1,1940,15,8,0,3,2,3,0,2
41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,Active,607,Male,5,Sales Representative,Divorced,16920,6,1940,16,8,0,5,2,1,0,0
35,Yes,Travel_Frequently,Sales,8,2,Marketing,Active,379,Female,1,Laboratory Technician,Divorced,10332,1,1940,13,8,1,10,2,10,7,8
35,No,Travel_Rarely,Research & Development,5,3,Medical,Active,583,Male,1,Healthcare Representative,Married,13924,6,1940,24,8,2,10,0,8,1,7
35,No,Travel_Frequently,Research & Development,9,2,Other,Active,563,Female,1,Manufacturing Supervisor,Divorced,26432,1,1940,13,8,1,5,2,5,0,2
28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,Active,894,Male,3,Manufacturing Supervisor,Divorced,7832,0,1930,15,8,2,6,2,5,0,0
40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Active,557,Male,1,Healthcare Representative,Single,40000,1,1930,17,8,0,21,4,20,4,9
35,No,Travel_Rarely,Sales,10,4,Marketing,Active,339,Female,1,Research Technician,Single,14000,3,1930,13,8,3,7,3,2,2,2
35,No,Travel_Rarely,Sales,24,3,Medical,Active,483,Male,5,Sales Executive,Divorced,21000,1,1930,17,8,3,3,4,3,1,2
35,No,Travel_Rarely,Research & Development,1,4,Other,Active,716,Female,5,Research Supervisor,Married,12800,0,1930,13,8,0,10,2,9,0,0
28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,Active,543,Male,2,Research Technician,Divorced,18608,1,1920,14,8,0,1,3,1,0,0
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,Active,191,Female,2,Laboratory Technician,Single,12600,7,1920,14,8,0,22,1,20,5,13
35,No,Travel_Rarely,Sales,4,4,Marketing,Active,613,Male,1,Laboratory Technician,Married,25600,3,1920,20,8,1,15,3,7,1,7
35,No,Travel_Frequently,Research & Development,6,4,Medical,Active,745,Female,2,Research Supervisor,Single,22812,2,1920,15,8,1,10,2,2,2,2
34,No,Travel_Rarely,Research & Development,10,4,Other,Active,726,Female,5,Laboratory Technician,Single,13428,1,1920,24,8,0,14,4,14,4,11
28,Yes,Non-Travel,Research & Development,19,4,Life Sciences,Active,523,Female,4,Laboratory Technician,Single,18216,1,1910,17,8,1,10,4,10,1,9
40,No,Travel_Rarely,Sales,6,2,Life Sciences,Active,134,Female,1,Laboratory Technician,Married,10400,6,1910,13,8,0,20,2,1,0,0
34,Yes,Travel_Frequently,Sales,17,1,Marketing,Active,183,Male,1,Research Supervisor,Divorced,25300,9,1910,22,8,1,11,5,3,0,2
35,No,Travel_Rarely,Research & Development,1,3,Medical,Active,354,Male,1,Research Supervisor,Single,59996,3,1910,13,8,1,17,2,8,1,6
32,No,Travel_Rarely,Research & Development,10,4,Other,Active,678,Female,1,Sales Executive,Married,10000,1,1910,11,8,0,10,5,10,0,8
28,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Active,813,Female,2,Sales Executive,Single,15248,0,1900,11,8,0,5,3,4,1,3
40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,Active,588,Male,5,Research Technician,Married,12668,3,1900,20,8,3,16,2,1,0,0
34,No,Travel_Rarely,Sales,1,1,Marketing,Active,577,Female,2,Laboratory Technician,Married,13852,1,1900,19,8,0,6,2,6,1,3
35,Yes,Travel_Frequently,Research & Development,1,2,Medical,Active,724,Male,2,Manufacturing Supervisor,Married,41632,0,1900,13,8,0,5,2,4,3,2
32,No,Non-Travel,Research & Development,11,2,Other,Active,593,Female,2,Manager,Divorced,66768,1,1900,11,8,0,1,5,1,0,0
28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,Active,283,Male,3,Manager,Single,36332,7,1890,18,8,3,10,0,7,3,7
40,No,Non-Travel,Research & Development,1,1,Life Sciences,Active,700,Male,1,Laboratory Technician,Divorced,9916,9,1890,15,8,0,6,6,4,0,0
34,No,Non-Travel,Sales,1,1,Marketing,Active,546,Female,2,Research Supervisor,Married,35384,3,1890,23,8,0,6,3,0,0,0
35,No,Travel_Rarely,Sales,4,3,Medical,Active,873,Female,5,Laboratory Technician,Married,10436,1,1890,12,8,1,10,4,10,6,8
30,No,Non-Travel,Research & Development,2,4,Other,Active,674,Male,1,Research Technician,Single,12692,7,1890,11,8,3,10,2,8,1,7
28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Active,727,Female,5,Healthcare Representative,Married,19372,1,1880,12,8,0,5,2,5,0,4
40,No,Non-Travel,Sales,3,2,Life Sciences,Active,772,Male,1,Sales Executive,Divorced,14388,3,1880,11,8,1,11,6,8,0,7
34,No,Travel_Frequently,Sales,29,4,Marketing,Active,537,Male,5,Research Technician,Single,11832,0,1880,14,8,1,7,5,6,0,4
35,No,Travel_Rarely,Research & Development,6,4,Medical,Active,472,Female,5,Manufacturing Supervisor,Divorced,8528,1,1880,19,8,2,16,3,16,10,1
30,No,Non-Travel,Sales,25,4,Other,Active,97,Male,1,Healthcare Representative,Married,14164,7,1880,21,8,1,4,0,2,2,2
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Active,531,Male,5,Healthcare Representative,Single,46000,3,1870,11,8,2,10,1,8,1,7
40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Active,721,Male,2,Sales Executive,Divorced,15792,5,1870,11,8,1,15,3,12,11,8
34,No,Travel_Rarely,Sales,6,4,Marketing,Active,500,Male,2,Research Supervisor,Divorced,20464,0,1870,12,8,1,16,5,15,0,9
35,No,Non-Travel,Research & Development,29,3,Medical,Active,900,Female,5,Sales Executive,Married,11196,1,1870,13,8,1,15,3,14,2,9
30,Yes,Travel_Rarely,Research & Development,1,3,Other,Active,849,Male,3,Sales Executive,Married,22000,1,1870,13,8,2,10,2,10,6,7
27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,Active,740,Female,1,Research Technician,Single,5196,1,1860,18,8,1,8,3,8,7,7
